gene,control,treated,log2(fold_change)
BTBD9,2.00497,2.76535,0.46388
GLO1,60.2661,69.4055,0.203705
LOC100131047,0,0,0
SAYSD1,1.61659,1.964,0.280838
KCNK5,0.986435,1.61404,0.710384
KCNK17,0,0,0
KCNK16,0,0,0
KIF6,0.0196888,0.11134,2.49953
MOCS1,0.0531034,0.572563,3.43056
FLJ41649,0,0.00462893,1.79769e+308
LRFN2,0,0.0229729,1.79769e+308
UNC5CL,0.851356,1.08559,0.35064
C6orf130,23.9853,23.3704,-0.0374648
TREML1,0,0,0
TREM2,0,0,0
TREML2,0.57597,1.53397,1.4132
TREML3,0,0,0
TREM1,0,0,0
TFEB,2.91198,5.47773,0.911578
PGC,0,0,0
FRS3,1.34039,2.6327,0.973886
USP49,2.47234,3.45345,0.48216
MED20,8.63867,9.97866,0.208036
CCND3,19.4053,23.8461,0.297301
C6orf132,0,0.00415148,1.79769e+308
GUCA1B,0.0357721,0.0521199,0.543001
MRPS10,33.5514,29.7882,-0.17163
TRERF1,1.9214,3.54337,0.882964
PRPH2,0.00524778,0.0334833,2.67366
TBCC,14.4837,15.0757,0.0577921
C6orf226,7.38023,8.54483,0.211385
PEX6,2.19668,3.99363,0.862377
MEA1,81.8116,69.5275,-0.234722
CUL7,5.76118,5.51839,-0.0621171
MRPL2,42.7046,30.8753,-0.467939
C6orf108,147.792,106.212,-0.476625
CRIP3,2.26636,6.7673,1.5782
ZNF318,3.76498,5.33994,0.50418
DLK2,0.023498,0.138787,2.56226
LRRC73,0.0154109,0.329698,4.41912
YIPF3,62.7353,69.5663,0.149112
XPO5,33.8234,25.47,-0.409224
GTPBP2,17.5139,24.497,0.484101
MRPS18A,33.0608,23.7883,-0.474869
MRPL14,107.471,85.5781,-0.328637
"MIR4647,SLC35B2",65.5599,60.9037,-0.106284
NFKBIE,5.53421,7.39561,0.41829
TCTE1,0,0.027173,1.79769e+308
AARS2,7.78487,8.44374,0.117208
SUPT3H,1.96976,3.09841,0.653506
MIR586,0,0,0
CLIC5,0.0209229,0.356591,4.09112
ENPP5,0.0216308,0.906881,5.38976
RCAN2,0,0.0442514,1.79769e+308
CYP39A1,0,0.214789,1.79769e+308
PLA2G7,0,0,0
GPR116,0,0,0
GPR110,0,0,0
TNFRSF21,2.91425,5.89869,1.01727
PTCHD4,0.174698,0.254501,0.542807
MUT,13.9333,19.5543,0.488953
RHAG,0,0,0
CRISP2,0,0,0
CRISP3,0,0.00668656,1.79769e+308
PGK2,0,0,0
CRISP1,0,0,0
DEFB133,0,0,0
DEFB114,0,0,0
DEFB113,0,0,0
DEFB110,0,0,0
DEFB112,0,0,0
PKHD1,0.111709,0.301185,1.4309
IL17F,0,0,0
MCM3,160.358,111.228,-0.527782
TRAM2,64.2471,54.7696,-0.230256
GSTA7P,0,0,0
GSTA2,0,0.0120554,1.79769e+308
GSTA1,0,0,0
GSTA5,0,0,0
GSTA3,0,0,0
GSTA4,1.9625,9.8242,2.32365
ICK,3.66497,7.27458,0.989062
GCM1,0.0346994,0.0210799,-0.719041
ELOVL5,45.0127,60.2725,0.421167
RPS16P5,0.0200706,0.032015,0.673662
GCLC,20.321,23.6127,0.216592
KLHL31,0.158279,0.210565,0.411792
HMGCLL1,0,0,0
BMP5,0.0300604,0.0410532,0.44963
COL21A1,0.0710451,0.327443,2.20444
DST,15.7281,25.1324,0.676207
RAB23,3.02078,4.90549,0.699476
GUSBP4,1.72182,2.0967,0.284186
KHDRBS2,0,0.102766,1.79769e+308
LGSN,0.0118622,0.0574391,2.27566
EYS,0.0932728,0.121705,0.383862
LMBRD1,28.2175,35.0649,0.313438
COL9A1,0,0.0806653,1.79769e+308
B3GAT2,0.171501,0.429143,1.32324
MIR30C2,0,0,0
MIR30A,0,0,0
LINC00472,0,0.0445194,1.79769e+308
MIR4282,0,0,0
KHDC1L,0.23315,0.389188,0.739211
"C6orf147,KHDC1",16.6979,18.2547,0.128599
DPPA5,0,0,0
OOEP,0,0.164117,1.79769e+308
MB21D1,29.8861,22.6123,-0.40237
EEF1A1,0,0,0
SLC17A5,25.5469,37.7358,0.562786
COL12A1,0.0131973,0.0326375,1.30629
COX7A2,305.738,306.28,0.00255515
TMEM30A,51.0449,64.6668,0.341257
FILIP1,0.114264,0.637765,2.48066
IMPG1,0.0145121,0.0176406,0.281645
HTR1B,0,0,0
PHIP,10.5552,10.2309,-0.045018
HMGN3,69.1069,91.7658,0.409127
LCA5,0.32479,1.39536,2.10305
C6orf7,0,0,0
ELOVL4,0.129688,3.37145,4.70026
FAM46A,0.0412121,0.233194,2.50039
IBTK,9.46906,9.62086,0.0229452
UBE3D,4.49946,5.37827,0.257392
PGM3,10.0237,8.53428,-0.232077
ME1,27.7315,26.593,-0.0604809
SNAP91,0,0,0
KIAA1009,1.45106,2.77186,0.933752
TBX18,0.0115152,0.00700232,-0.717631
SNX14,12.6101,15.4292,0.291082
SYNCRIP,99.59,59.6706,-0.73898
SNHG5,265.179,229.86,-0.206212
SNORD50A,0,0,0
SNORD50B,0,0,0
CGA,0,0,0
GJB7,0.00714422,0.00649998,-0.136341
RARS2,12.8815,10.318,-0.320136
AKIRIN2,12.8267,15.1615,0.241255
CNR1,0.0194024,0.15333,2.98233
RNGTT,8.32374,8.6241,0.0511419
SRSF12,0,0.0398333,1.79769e+308
GABRR1,0.00509849,0.0709931,3.79954
GABRR2,3.20927,3.42444,0.0936211
UBE2J1,113.824,103.765,-0.133487
RRAGD,4.49756,10.1534,1.17475
LYRM2,7.4567,8.63465,0.2116
MDN1,12.8393,12.306,-0.0612016
BACH2,1.99917,3.60764,0.851657
MAP3K7,15.6171,19.3432,0.308697
EPHA7,0.00692732,0.0252943,1.86844
GPR63,2.97312,4.85573,0.70771
NDUFAF4,15.4524,13.4886,-0.196089
MIR548H3,0,0,0
MMS22L,3.24341,2.73769,-0.244552
FBXL4,4.87957,7.96505,0.706929
FAXC,0.00155706,0.0170627,3.45395
COQ3,16.0876,15.0651,-0.0947448
PNISR,37.4871,36.086,-0.0549559
USP45,2.63048,3.39754,0.369165
CCNC,55.9529,51.3034,-0.125157
MCHR2,0,0.00693268,1.79769e+308
SIM1,0,0,0
ASCC3,12.5364,10.7982,-0.215329
HACE1,0.179984,1.15255,2.67889
BVES,0.0151471,0.151804,3.3251
POPDC3,0,0.0450334,1.79769e+308
PREP,11.9186,13.9384,0.225852
ATG5,11.1986,11.6273,0.0541915
RTN4IP1,3.60258,5.62215,0.642092
LOC100422737,0,0,0
BEND3,2.83,2.11882,-0.417543
PDSS2,7.09109,7.25374,0.0327174
SCML4,0.0102815,0.0437738,2.09002
SEC63,33.4961,23.5054,-0.511
OSTM1,4.69079,7.40561,0.658789
SNX3,65.4301,72.6676,0.151358
SESN1,10.7889,17.2679,0.678547
CD164,75.5383,74.2896,-0.024048
PPIL6,0.0453829,0.137989,1.60434
MICAL1,1.55605,6.13998,1.98035
ZBTB24,6.17245,5.40912,-0.190449
AKD1,1.51456,3.97262,1.3912
WASF1,2.51073,8.13469,1.69598
METTL24,0,0,0
DDO,0.343253,1.04323,1.60371
SLC22A16,0,0,0
CDK19,2.50924,3.96349,0.659521
GSTM2P1,0.0279087,0.0253058,-0.141244
REV3L,5.09382,4.89537,-0.0573327
TRAF3IP2,0.39958,0.540962,0.437043
FYN,1.85569,5.48071,1.56241
TUBE1,3.65152,3.11949,-0.227184
LAMA4,0.00842068,0.0270711,1.68474
LOC285758,0.00581482,0.153662,4.72388
HDAC2,15.6779,16.1123,0.0394258
HS3ST5,0.0233138,0.0743551,1.67324
FRK,0.352712,0.994933,1.49611
COL10A1,0.0144092,0.0131369,-0.133368
TSPYL4,2.38835,5.05347,1.08126
TSPYL1,16.5859,22.0597,0.411457
BET3L,0.6632,2.28751,1.78626
ZUFSP,6.06704,6.4561,0.0896688
FAM162B,0,0,0
GPRC6A,0.0167267,0.0558941,1.74054
ROS1,0,0,0
GOPC,15.7994,20.0053,0.340506
CEP85L,1.37949,3.22397,1.2247
MCM9,2.28036,1.90059,-0.262818
FAM184A,0.0239567,0.646175,4.75342
MIR548B,0,0,0
MAN1A1,32.0506,40.0776,0.322447
LOC285762,0.0136235,0.0372665,1.45178
C6orf170,0.0723393,0.291549,2.01089
SERINC1,36.4968,45.6085,0.321531
TRDN,0.0146301,0.059506,2.0241
STL,0.00867409,0.0184701,1.09041
HDDC2,9.93391,8.42406,-0.237846
ECHDC1,26.0885,26.561,0.0258932
"C6orf174,KIAA0408",0.00187798,0.0702333,5.2249
THEMIS,20.9013,30.3827,0.539662
PTPRK,3.07198,6.65935,1.11621
ARHGAP18,5.76004,11.9447,1.05222
TMEM244,0,0,0
SAMD3,0.0234313,0.0355501,0.60142
EPB41L2,1.88107,10.2194,2.44168
MED23,8.61891,8.65496,0.00602099
OR2A4,0,0,0
CTAGE9,0,0.0105203,1.79769e+308
CTGF,0.297226,0.692474,1.2202
MOXD1,0.271737,2.96275,3.44666
STX7,9.29026,17.992,0.953563
TAAR5,0,0,0
TAAR3,0,0,0
TAAR2,0,0,0
TAAR1,0,0,0
VNN1,1.2349,2.92532,1.24421
VNN3,0,0,0
VNN2,0.0369088,0.130521,1.82224
C6orf192,9.04297,13.7927,0.609036
SLC2A12,1.74333,3.39822,0.962936
HMGA1P7,0,0,0
SGK1,0.725006,2.17629,1.58581
ALDH8A1,0.37525,0.47767,0.348162
HBS1L,13.0506,11.4941,-0.183222
MIR3662,0,0,0
AHI1,3.66912,5.25177,0.51737
FAM54A,11.2382,8.98922,-0.322142
BCLAF1,44.7033,27.8737,-0.681477
MAP7,1.96834,3.8095,0.952622
MAP3K5,8.60724,8.87019,0.0434144
NHEG1,0,0,0
IL20RA,0,0,0
IL22RA2,0,0.00555575,1.79769e+308
IFNGR1,15.9508,21.0554,0.400556
OLIG3,0,0,0
PERP,0.268029,2.49794,3.22028
PBOV1,0.0128808,0.0176006,0.450408
NHSL1,0.29248,0.394797,0.432775
MIR3145,0,0,0
LOC100507462,0.159362,0.274287,0.783374
REPS1,8.03261,11.388,0.503577
TXLNB,1.22963,2.62784,1.09565
CITED2,55.51,93.565,0.753222
LOC645434,0.565113,0.676177,0.258861
NMBR,0,0,0
LOC153910,0,0.0344101,1.79769e+308
HIVEP2,3.94485,6.40408,0.699022
LOC100507489,0.0260673,0.0948771,1.86382
ADAT2,3.15501,3.1071,-0.0220779
FUCA2,32.7603,24.5891,-0.413934
LOC285740,0.0112286,0,-1.79769e+308
"HYMAI,PLAGL1",0.0642809,0.0384796,-0.740297
SF3B5,129.694,146.716,0.177916
EPM2A,1.89791,1.7651,-0.104656
FBXO30,5.74057,7.53788,0.392965
SHPRH,3.01237,3.67472,0.286739
LOC729176,0.083443,0.0689066,-0.27615
LOC729178,0.0206897,0.0329856,0.672927
LOC100128176,0,0,0
ZC3H12D,0.00631561,0.0115254,0.867825
PPIL4,10.509,11.552,0.136515
KATNA1,6.75498,8.11965,0.265466
LATS1,3.48474,3.14973,-0.145823
NUP43,12.0912,11.035,-0.131866
LRP11,1.0946,3.42192,1.6444
RAET1E,0.06043,0.319779,2.40374
RAET1G,0,0.304371,1.79769e+308
RAET1K,0.298805,0.791464,1.40532
RAET1L,0,0.153057,1.79769e+308
ULBP3,0.92394,2.59698,1.49096
ZBTB2,10.1432,8.12597,-0.3199
RMND1,9.62915,9.57212,-0.00856914
SYNE1,0.743683,1.53219,1.04284
FBXO5,26.0796,17.2666,-0.594932
MTRF1L,10.2979,10.6813,0.0527376
RGS17,0.174748,0.455146,1.38105
IPCEF1,0.0294341,0.0985342,1.74314
CNKSR3,3.9943,5.81288,0.54131
TFB1M,5.35121,5.99832,0.164694
NOX3,0,0,0
MIR4466,0,0,0
TMEM242,3.91099,3.91157,0.000212937
SERAC1,1.20985,3.1128,1.36339
DYNLT1,25.5856,27.4321,0.100532
MIR3918,0,0,0
EZR,73.317,83.9937,0.196134
OSTCP1,0.298267,0.202917,-0.555715
RSPH3,1.62504,2.27729,0.48684
TAGAP,7.37696,8.46445,0.198388
SOD2,50.6697,41.3945,-0.291684
LOC100129518,1.54859,1.54568,-0.00271418
TCP1,273.603,210.569,-0.377789
SNORA20,0,7.48887,1.79769e+308
SNORA29,4.94072,0,-1.79769e+308
SLC22A2,0,0,0
LPAL2,0.008367,0.0761475,3.18602
LPA,0,0,0
AGPAT4,0.304233,1.25609,2.04569
AGPAT4-IT1,0.107464,0.440258,2.0345
PARK2,0.0231139,0.12935,2.48445
LOC285796,0,0,0
DKFZp451B082,0,0.0028668,1.79769e+308
CAHM,0.873666,1.38727,0.66709
C6orf118,0,0.00820648,1.79769e+308
PDE10A,0.00186121,0.124087,6.05896
LINC00473,0,0.154026,1.79769e+308
T,0.0703276,0.739678,3.39473
PRR18,0.0118421,0.0647425,2.45078
SFT2D1,100.74,98.4447,-0.0332478
BRP44L,68.9496,95.8268,0.474887
RPS6KA2,12.9354,19.8547,0.618154
MIR1913,0,0,0
RNASET2,32.573,57.3392,0.815847
MIR3939,0,0,0
GPR31,0,0.0523263,1.79769e+308
TCP10,0,0,0
C6orf123,0,0.0555651,1.79769e+308
MLLT4-AS1,0.0420981,0.185301,2.13805
HGC6.3,0,0,0
FRMD1,1.90957,1.53734,-0.312812
DACT2,0,0,0
THBS2,4.6078,4.60716,-0.000201622
WDR27,1.6852,3.26904,0.955947
PHF10,34.2057,41.0561,0.263363
TCTE3,0.319116,0.335752,0.0733154
LINC00242,0.0935189,0.103434,0.14538
LOC154449,0,0,0
DLL1,0,0.352431,1.79769e+308
PSMB1,348.492,259.413,-0.425876
PDCD2,52.391,46.9463,-0.158308
LOC100129636,0,0,0
OR2J3,0,0,0
OR2J2,0,0,0
OR14J1,0,0,0
OR10C1,0,0,0
OR2H1,0,0,0
LOC100507362,0,0,0
SNORD32B,0,0,0
OR2H2,0,0,0
MOG,0,0,0
LOC554223,0,0,0
HLA-H,0,0,0
HLA-A,0,0,0
HLA-J,0,0,0
ZNRD1,0,0,0
PPP1R11,0,0,0
TRIM40,0,0,0
TRIM15,0,0,0
"RPP21,TRIM39,TRIM39-RPP21",0,0,0
TUBB,0,0,0
MUC21,0,0,0
MUC22,0,0,0
HCG22,0,0,0
MICB,0,0,0
MCCD1,0,0,0
TNF,0,0,0
LST1,0,0,0
"MSH5,MSH5-SAPCD1,SAPCD1",0,0,0
HSPA1A,0,0,0
HSPA1B,0,0,0
C6orf48,0,0,0
SNORD48,0,0,0
SNORD52,0,0,0
"EGFL8,PPT2,PPT2-EGFL8",0,0,0
RNF5,0,0,0
HCG23,0,0,0
HLA-DQA2,0,0,0
LOC100507463,0,0,0
PSMB9,0,0,0
LOC100294145,0,0,0
HLA-DPB1,0,0,0
HLA-DPB2,0,0,0
LOC401242,0,0,0
TRIM27,0,0,0
ZNF311,0,0,0
OR2W1,0,0,0
OR2B3,0,0,0
OR11A1,0,0,0
MAS1L,0,0,0
UBD,0,0,0
GABBR1,0,0,0
ZFP57,0,0,0
HCG4,0,0,0
HCG4B,0,0,0
ZNRD1-AS1,0,0,0
RNF39,0,0,0
TRIM31,0,0,0
TRIM10,0,0,0
TRIM26,0,0,0
HCG18,0,0,0
GNL1,0,0,0
DHX16,0,0,0
PPP1R18,0,0,0
NRM,0,0,0
MDC1,0,0,0
FLOT1,0,0,0
DDX39B,0,0,0
SNORD117,0,0,0
LTB,0,0,0
NCR3,0,0,0
VWA7,0,0,0
VARS,0,0,0
LSM2,0,0,0
HSPA1L,0,0,0
NEU1,0,0,0
SLC44A4,0,0,0
EHMT2,0,0,0
PRRT1,0,0,0
LOC100507547,0,0,0
AGPAT1,0,0,0
AGER,0,0,0
PBX2,0,0,0
"GPSM3,NOTCH4",0,0,0
C6orf10,0,0,0
BTNL2,0,0,0
HLA-DRB1,0,0,0
HLA-DQB2,0,0,0
HLA-DOB,0,0,0
TAP2,0,0,0
PSMB8,0,0,0
TAP1,0,0,0
HLA-DMB,0,0,0
HLA-DMA,0,0,0
HLA-DPA1,0,0,0
GPX5,0,0,0
LOC100129636,0,0,0
OR2J3,0,0,0
OR2J2,0,0,0
OR14J1,0,0,0
OR12D2,0,0,0
OR10C1,0,0,0
OR2H1,0,0,0
LOC100507362,0,0,0
SNORD32B,0,0,0
OR2H2,0,0,0
MOG,0,0,0
HLA-F,0,0,0
LOC554223,0,0,0
HLA-G,0,0,0
HLA-H,0,0,0
HLA-A,0,0,0
HCG9,0,0,0
HLA-J,0,0,0
ZNRD1,0,0,0
PPP1R11,0,0,0
TRIM40,0,0,0
TRIM15,0,0,0
HLA-L,0,0,0
"RPP21,TRIM39,TRIM39-RPP21",0,0,0
HLA-E,0,0,0
PRR3,0,0,0
ABCF1,0,0,0
MIR877,0,0,0
MRPS18B,0,0,0
ATAT1,0,0,0
C6orf136,0,0,0
TUBB,0,0,0
DDR1,0,0,0
MIR4640,0,0,0
GTF2H4,0,0,0
VARS2,0,0,0
DPCR1,0,0,0
MUC21,0,0,0
MUC22,0,0,0
HCG22,0,0,0
PSORS1C1,0,0,0
TCF19,0,0,0
HCG27,0,0,0
MICA,0,0,0
HCP5,0,0,0
HCG26,0,0,0
MICB,0,0,0
MCCD1,0,0,0
NFKBIL1,0,0,0
LTA,0,0,0
TNF,0,0,0
LST1,0,0,0
AIF1,0,0,0
PRRC2A,0,0,0
SNORA38,0,0,0
APOM,0,0,0
CSNK2B,0,0,0
LY6G5B,0,0,0
LY6G6F,0,0,0
LY6G6D,0,0,0
C6orf25,0,0,0
"MSH5,MSH5-SAPCD1,SAPCD1",0,0,0
HSPA1A,0,0,0
HSPA1B,0,0,0
C6orf48,0,0,0
SNORD48,0,0,0
SNORD52,0,0,0
C2,0,0,0
CFB,0,0,0
SKIV2L,0,0,0
STK19,0,0,0
"C4A,C4B",0,0,0
"CYP21A1P,CYP21A2",0,0,0
"EGFL8,PPT2,PPT2-EGFL8",0,0,0
RNF5,0,0,0
HCG23,0,0,0
HLA-DRA,0,0,0
HLA-DQA2,0,0,0
LOC100507463,0,0,0
PSMB9,0,0,0
LOC100294145,0,0,0
BRD2,0,0,0
HLA-DPB1,0,0,0
HLA-DPB2,0,0,0
SLC39A7,0,0,0
HSD17B8,0,0,0
MIR219-1,0,0,0
RING1,0,0,0
HCG25,0,0,0
RPS18,0,0,0
B3GALT4,0,0,0
PFDN6,0,0,0
SCAND3,0,0,0
LOC401242,0,0,0
TRIM27,0,0,0
ZNF311,0,0,0
OR2W1,0,0,0
OR2B3,0,0,0
OR5V1,0,0,0
OR12D3,0,0,0
OR11A1,0,0,0
MAS1L,0,0,0
UBD,0,0,0
GABBR1,0,0,0
ZFP57,0,0,0
HLA-F-AS1,0,0,0
IFITM4P,0,0,0
HCG4,0,0,0
HCG4B,0,0,0
ZNRD1-AS1,0,0,0
RNF39,0,0,0
TRIM31,0,0,0
TRIM10,0,0,0
TRIM26,0,0,0
HCG18,0,0,0
GNL1,0,0,0
PPP1R10,0,0,0
DHX16,0,0,0
PPP1R18,0,0,0
NRM,0,0,0
MDC1,0,0,0
FLOT1,0,0,0
IER3,0,0,0
SFTA2,0,0,0
C6orf15,0,0,0
CDSN,0,0,0
PSORS1C2,0,0,0
CCHCR1,0,0,0
POU5F1,0,0,0
PSORS1C3,0,0,0
HLA-C,0,0,0
HLA-B,0,0,0
"ATP6V1G2,ATP6V1G2-DDX39B,DDX39B",0,0,0
SNORD117,0,0,0
SNORD84,0,0,0
LTB,0,0,0
NCR3,0,0,0
BAG6,0,0,0
C6orf47,0,0,0
GPANK1,0,0,0
LY6G5C,0,0,0
ABHD16A,0,0,0
MIR4646,0,0,0
LY6G6E,0,0,0
LY6G6C,0,0,0
DDAH2,0,0,0
CLIC1,0,0,0
VWA7,0,0,0
VARS,0,0,0
LSM2,0,0,0
HSPA1L,0,0,0
NEU1,0,0,0
SLC44A4,0,0,0
EHMT2,0,0,0
ZBTB12,0,0,0
RDBP,0,0,0
MIR1236,0,0,0
DOM3Z,0,0,0
"TNXA,TNXB",0,0,0
ATF6B,0,0,0
FKBPL,0,0,0
PRRT1,0,0,0
LOC100507547,0,0,0
AGPAT1,0,0,0
AGER,0,0,0
PBX2,0,0,0
"GPSM3,NOTCH4",0,0,0
C6orf10,0,0,0
BTNL2,0,0,0
"HLA-DRB1,HLA-DRB3",0,0,0
HLA-DRB6,0,0,0
HLA-DQB1,0,0,0
HLA-DQB2,0,0,0
HLA-DOB,0,0,0
TAP2,0,0,0
PSMB8,0,0,0
TAP1,0,0,0
HLA-DMB,0,0,0
HLA-DMA,0,0,0
HLA-DOA,0,0,0
HLA-DPA1,0,0,0
COL11A2,0,0,0
RXRB,0,0,0
VPS52,0,0,0
WDR46,0,0,0
RGL2,0,0,0
"TAPBP,ZBTB22",0,0,0
DAXX,0,0,0
LOC100129636,0,0,0
OR2J3,0,0,0
OR2J2,0,0,0
OR14J1,0,0,0
OR12D2,0,0,0
OR10C1,0,0,0
OR2H1,0,0,0
LOC100507362,0,0,0
SNORD32B,0,0,0
OR2H2,0,0,0
MOG,0,0,0
HLA-F,0,0,0
LOC554223,0,0,0
HLA-G,0,0,0
HLA-H,0,0,0
HLA-A,0,0,0
HCG9,0,0,0
HLA-J,0,0,0
ZNRD1,0,0,0
PPP1R11,0,0,0
TRIM40,0,0,0
TRIM15,0,0,0
HLA-L,0,0,0
"RPP21,TRIM39,TRIM39-RPP21",0,0,0
HLA-E,0,0,0
PRR3,0,0,0
ABCF1,0,0,0
MIR877,0,0,0
MRPS18B,0,0,0
ATAT1,0,0,0
C6orf136,0,0,0
TUBB,0,0,0
DDR1,0,0,0
MIR4640,0,0,0
GTF2H4,0,0,0
VARS2,0,0,0
DPCR1,0,0,0
MUC21,0,0,0
MUC22,0,0,0
HCG22,0,0,0
PSORS1C1,0,0,0
TCF19,0,0,0
HCG27,0,0,0
HCG26,0,0,0
MICB,0,0,0
MCCD1,0,0,0
NFKBIL1,0,0,0
LTA,0,0,0
TNF,0,0,0
LST1,0,0,0
AIF1,0,0,0
PRRC2A,0,0,0
SNORA38,0,0,0
APOM,0,0,0
CSNK2B,0,0,0
LY6G5B,0,0,0
LY6G6F,0,0,0
LY6G6D,0,0,0
C6orf25,0,0,0
"MSH5,MSH5-SAPCD1,SAPCD1",0,0,0
HSPA1A,0,0,0
HSPA1B,0,0,0
C6orf48,0,0,0
SNORD48,0,0,0
SNORD52,0,0,0
C2,0,0,0
CFB,0,0,0
SKIV2L,0,0,0
STK19,0,0,0
"C4A,LOC100293534",0,0,0
"CYP21A1P,CYP21A2",0,0,0
STK19,0,0,0
"C4A,C4B",0,0,0
CYP21A2,0,0,0
PPT2,0,0,0
HCG23,0,0,0
HLA-DRA,0,0,0
HLA-DQA2,0,0,0
LOC100507463,0,0,0
PSMB9,0,0,0
LOC100294145,0,0,0
BRD2,0,0,0
HLA-DPB1,0,0,0
SLC39A7,0,0,0
HSD17B8,0,0,0
MIR219-1,0,0,0
RING1,0,0,0
HCG25,0,0,0
RPS18,0,0,0
B3GALT4,0,0,0
PFDN6,0,0,0
LOC401242,0,0,0
ZNF311,0,0,0
OR2W1,0,0,0
OR2B3,0,0,0
OR12D3,0,0,0
OR11A1,0,0,0
MAS1L,0,0,0
UBD,0,0,0
GABBR1,0,0,0
ZFP57,0,0,0
HLA-F-AS1,0,0,0
IFITM4P,0,0,0
HCG4,0,0,0
HCG4B,0,0,0
ZNRD1-AS1,0,0,0
RNF39,0,0,0
TRIM31,0,0,0
TRIM10,0,0,0
TRIM26,0,0,0
HCG18,0,0,0
GNL1,0,0,0
PPP1R10,0,0,0
DHX16,0,0,0
PPP1R18,0,0,0
NRM,0,0,0
MDC1,0,0,0
FLOT1,0,0,0
IER3,0,0,0
SFTA2,0,0,0
C6orf15,0,0,0
CDSN,0,0,0
PSORS1C2,0,0,0
CCHCR1,0,0,0
POU5F1,0,0,0
PSORS1C3,0,0,0
HLA-C,0,0,0
"ATP6V1G2,ATP6V1G2-DDX39B,DDX39B",0,0,0
SNORD117,0,0,0
SNORD84,0,0,0
LTB,0,0,0
NCR3,0,0,0
BAG6,0,0,0
C6orf47,0,0,0
GPANK1,0,0,0
LY6G5C,0,0,0
ABHD16A,0,0,0
MIR4646,0,0,0
LY6G6E,0,0,0
LY6G6C,0,0,0
DDAH2,0,0,0
CLIC1,0,0,0
VWA7,0,0,0
VARS,0,0,0
LSM2,0,0,0
HSPA1L,0,0,0
NEU1,0,0,0
SLC44A4,0,0,0
EHMT2,0,0,0
ZBTB12,0,0,0
RDBP,0,0,0
MIR1236,0,0,0
DOM3Z,0,0,0
"TNXA,TNXB",0,0,0
TNXB,0,0,0
ATF6B,0,0,0
FKBPL,0,0,0
PRRT1,0,0,0
LOC100507547,0,0,0
C6orf10,0,0,0
BTNL2,0,0,0
HLA-DQB2,0,0,0
HLA-DOB,0,0,0
TAP2,0,0,0
PSMB8,0,0,0
TAP1,0,0,0
HLA-DMB,0,0,0
HLA-DMA,0,0,0
HLA-DOA,0,0,0
HLA-DPA1,0,0,0
COL11A2,0,0,0
RXRB,0,0,0
VPS52,0,0,0
WDR46,0,0,0
RGL2,0,0,0
"TAPBP,ZBTB22",0,0,0
DAXX,0,0,0
LOC100129636,0,0,0
OR2J3,0,0,0
OR2J2,0,0,0
OR14J1,0,0,0
OR12D2,0,0,0
OR10C1,0,0,0
OR2H1,0,0,0
LOC100507362,0,0,0
SNORD32B,0,0,0
OR2H2,0,0,0
MOG,0,0,0
HLA-F,0,0,0
LOC554223,0,0,0
HLA-G,0,0,0
HLA-H,0,0,0
HLA-A,0,0,0
HCG9,0,0,0
HLA-J,0,0,0
ZNRD1,0,0,0
PPP1R11,0,0,0
TRIM40,0,0,0
TRIM15,0,0,0
HLA-L,0,0,0
"RPP21,TRIM39,TRIM39-RPP21",0,0,0
HLA-E,0,0,0
PRR3,0,0,0
ABCF1,0,0,0
MIR877,0,0,0
MRPS18B,0,0,0
ATAT1,0,0,0
C6orf136,0,0,0
TUBB,0,0,0
DDR1,0,0,0
MIR4640,0,0,0
GTF2H4,0,0,0
VARS2,0,0,0
MUC22,0,0,0
MUC21,0,0,0
HCG22,0,0,0
PSORS1C1,0,0,0
TCF19,0,0,0
MICA,0,0,0
MICB,0,0,0
MCCD1,0,0,0
NFKBIL1,0,0,0
LTA,0,0,0
TNF,0,0,0
LST1,0,0,0
PRRC2A,0,0,0
SNORA38,0,0,0
APOM,0,0,0
CSNK2B,0,0,0
LY6G5B,0,0,0
LY6G6F,0,0,0
LY6G6D,0,0,0
C6orf25,0,0,0
MSH5,0,0,0
C2,0,0,0
CFB,0,0,0
"EGFL8,PPT2,PPT2-EGFL8",0,0,0
RNF5,0,0,0
HCG23,0,0,0
HLA-DRA,0,0,0
HLA-DQA2,0,0,0
LOC100507463,0,0,0
PSMB9,0,0,0
LOC100294145,0,0,0
BRD2,0,0,0
HLA-DPB1,0,0,0
HLA-DPB2,0,0,0
SLC39A7,0,0,0
HSD17B8,0,0,0
MIR219-1,0,0,0
RING1,0,0,0
HCG25,0,0,0
LOC401242,0,0,0
TRIM27,0,0,0
ZNF311,0,0,0
OR2W1,0,0,0
OR2B3,0,0,0
OR5V1,0,0,0
OR12D3,0,0,0
OR11A1,0,0,0
MAS1L,0,0,0
UBD,0,0,0
GABBR1,0,0,0
ZFP57,0,0,0
HLA-F-AS1,0,0,0
IFITM4P,0,0,0
HCG4,0,0,0
HCG4B,0,0,0
ZNRD1-AS1,0,0,0
RNF39,0,0,0
TRIM31,0,0,0
TRIM10,0,0,0
TRIM26,0,0,0
HCG18,0,0,0
GNL1,0,0,0
PPP1R10,0,0,0
DHX16,0,0,0
PPP1R18,0,0,0
NRM,0,0,0
MDC1,0,0,0
FLOT1,0,0,0
IER3,0,0,0
SFTA2,0,0,0
C6orf15,0,0,0
CDSN,0,0,0
